"","SACRIFICE_PERIOD","rDOSE_LEVEL","compound_sutherland","toxclass","toxlabel","time_index","toxact","COMPOUND_NAME","compound_tggates","chembl_id","compound_chembl"
"935","15 day","rMiddle","LOMUSTINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"936","15 day","rLow","MEXILETINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","mexiletine","mexiletine","CHEMBL558","MEXILETINE"
"937","15 day","rMiddle","NITROFURANTOIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","nitrofurantoin","nitrofurantoin","CHEMBL572","NITROFURANTOIN"
"938","15 day","rHigh","NITROFURAZONE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","nitrofurazone","nitrofurazone","CHEMBL869","NITROFURAZONE"
"939","15 day","rHigh","CARBON TETRACHLORIDE","Fibrosis:Fibrosis","Fibrosis",7,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"940","15 day","rMiddle","CARBON TETRACHLORIDE","Fibrosis:Fibrosis","Fibrosis",7,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"941","15 day","rHigh","IPRONIAZID","Hematopoiesis:Hematopoeisis","Hematopoeisis",7,"toxact_null","iproniazid","iproniazid","CHEMBL92401","IPRONIAZID"
"942","15 day","rHigh","SULINDAC","Hematopoiesis:Hematopoeisis","Hematopoeisis",7,"toxact_null","sulindac","sulindac","CHEMBL15770","SULINDAC"
"943","15 day","rMiddle","METHAPYRILENE","Hyperplasia:Biliary","Biliary Hyperplasia",7,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"944","15 day","rHigh","ACETAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"945","15 day","rHigh","BROMOETHYLAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"946","15 day","rLow","CARBAMAZEPINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"947","15 day","rMiddle","CARBAMAZEPINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"948","15 day","rMiddle","CHLORAMPHENICOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","chloramphenicol","chloramphenicol","CHEMBL130","CHLORAMPHENICOL"
"949","15 day","rHigh","DEXCHLORPHENIRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","chlorpheniramine","chlorpheniramine","CHEMBL505","CHLORPHENIRAMINE"
"950","15 day","rHigh","DANTROLENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"951","15 day","rMiddle","DANTROLENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"952","15 day","rMiddle","DISULFIRAM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","disulfiram","disulfiram","CHEMBL964","DISULFIRAM"
"953","15 day","rHigh","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"954","15 day","rHigh","ETHINYLESTRADIOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"955","15 day","rMiddle","FLUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"956","15 day","rLow","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"957","15 day","rMiddle","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"958","15 day","rMiddle","HYDROXYZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"959","15 day","rMiddle","IMIPRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"960","15 day","rHigh","KETOCONAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","ketoconazole","ketoconazole","CHEMBL157101","KETOCONAZOLE"
"961","15 day","rHigh","MEXILETINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","mexiletine","mexiletine","CHEMBL558","MEXILETINE"
"962","15 day","rHigh","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"963","15 day","rMiddle","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"964","15 day","rHigh","PAPAVERINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","papaverine","papaverine","CHEMBL19224","PAPAVERINE"
"965","15 day","rMiddle","PHENACETIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"966","15 day","rMiddle","PHENYLBUTAZONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","phenylbutazone","phenylbutazone","CHEMBL101","PHENYLBUTAZONE"
"967","15 day","rMiddle","PHENYTOIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","phenytoin","phenytoin","CHEMBL16","PHENYTOIN"
"968","15 day","rHigh","RIFAMPIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",7,"toxact_null","rifampicin","rifampicin","CHEMBL374478","RIFAMPIN"
"969","15 day","rMiddle","CAPTOPRIL","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","captopril","captopril","CHEMBL1560","CAPTOPRIL"
"970","15 day","rHigh","DICLOFENAC","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","diclofenac","diclofenac","CHEMBL139","DICLOFENAC"
"971","15 day","rMiddle","ETOPOSIDE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","etoposide","etoposide","CHEMBL44657","ETOPOSIDE"
"972","15 day","rLow","GEMFIBROZIL","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"973","15 day","rMiddle","LORNOXICAM","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","lornoxicam","lornoxicam","CHEMBL1569487","LORNOXICAM"
"974","15 day","rHigh","MELOXICAM","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","meloxicam","meloxicam","CHEMBL599","MELOXICAM"
"975","15 day","rMiddle","MONOCROTALINE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"976","15 day","rMiddle","RANITIDINE","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","ranitidine","ranitidine","CHEMBL1790041","RANITIDINE"
"977","15 day","rMiddle","TANNIC ACID","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","tannic_acid","tannic acid","CHEMBL506247","TANNIC ACID"
"978","15 day","rHigh","VALPROIC ACID","Infiltration\Inflammation:Inflammation","Inflammation",7,"toxact_null","valproic_acid","valproic acid","CHEMBL109","VALPROIC ACID"
"979","15 day","rHigh","ACETAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",7,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"980","15 day","rMiddle","PUROMYCIN AMINONUCLEOSIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",7,"toxact_null","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"981","15 day","rHigh","AMIODARONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","amiodarone","amiodarone","CHEMBL633","AMIODARONE"
"982","15 day","rHigh","BROMOETHYLAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"983","15 day","rMiddle","DILTIAZEM","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"984","15 day","rHigh","ETHINYLESTRADIOL","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"985","15 day","rMiddle","ETHINYLESTRADIOL","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"986","15 day","rHigh","FLUOXETINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"987","15 day","rHigh","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"988","15 day","rLow","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"989","15 day","rMiddle","HEXACHLOROBENZENE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"990","15 day","rHigh","HYDROXYZINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",7,"toxact_null","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"991","29 day","rHigh","CLOMIPRAMINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",8,"toxact_null","clomipramine","clomipramine","CHEMBL415","CLOMIPRAMINE"
"992","29 day","rMiddle","ETHAMBUTOL","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",8,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"993","29 day","rMiddle","4,4'-METHYLENEDIANILINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",8,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"994","29 day","rMiddle","MONOCROTALINE","Congestion\Hemorrhage\Edema:Vascular","Vascular Edema",8,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"995","29 day","rHigh","AMPHOTERICIN B","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","amphotericin_B","amphotericin b","CHEMBL267345","AMPHOTERICIN B"
"996","29 day","rMiddle","CLOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"997","29 day","rLow","DANTROLENE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"998","29 day","rHigh","MEFENAMIC ACID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","mefenamic_acid","mefenamic acid","CHEMBL686","MEFENAMIC ACID"
"999","29 day","rMiddle","MONOCROTALINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"1000","29 day","rLow","N-NITROSODIETHYLAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
"1001","29 day","rLow","THIOACETAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"1002","29 day","rLow","TICLOPIDINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"1003","29 day","rHigh","TRIMETHADIONE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",8,"toxact_null","trimethadione","trimethadione","CHEMBL695","TRIMETHADIONE"
"1004","29 day","rHigh","ETHINYLESTRADIOL","Dilation\Dilatation\Ectasia\Distension:Vascular","Vascular Distension",8,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"1005","29 day","rMiddle","ALLYL ALCOHOL","Fibrosis:Fibrosis","Fibrosis",8,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"1006","29 day","rLow","CARBON TETRACHLORIDE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"1007","29 day","rMiddle","MONOCROTALINE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"1008","29 day","rHigh","THIOACETAMIDE","Fibrosis:Fibrosis","Fibrosis",8,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"1009","29 day","rMiddle","BROMOETHYLAMINE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",8,"toxact_null","bromoethylamine","bromoethylamine","CHEMBL1697693","BROMOETHANAMINE"
"1010","29 day","rHigh","CYCLOPHOSPHAMIDE","Hematopoiesis:Hematopoeisis","Hematopoeisis",8,"toxact_null","cyclophosphamide","cyclophosphamide","CHEMBL88","CYCLOPHOSPHAMIDE"
"1011","29 day","rHigh","THIOACETAMIDE","Hyperplasia:Biliary","Biliary Hyperplasia",8,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"1012","29 day","rMiddle","AMITRIPTYLINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"1013","29 day","rLow","BENDAZAC","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"1014","29 day","rHigh","CAFFEINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","caffeine","caffeine","CHEMBL113","CAFFEINE"
"1015","29 day","rLow","CHLORMEZANONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","chlormezanone","chlormezanone","CHEMBL1200714","CHLORMEZANONE"
"1016","29 day","rMiddle","CHLORMEZANONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","chlormezanone","chlormezanone","CHEMBL1200714","CHLORMEZANONE"
"1017","29 day","rMiddle","DEXCHLORPHENIRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","chlorpheniramine","chlorpheniramine","CHEMBL505","CHLORPHENIRAMINE"
"1018","29 day","rLow","CHLORPROPAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","chlorpropamide","chlorpropamide","CHEMBL498","CHLORPROPAMIDE"
"1019","29 day","rLow","DANTROLENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"1020","29 day","rMiddle","DIAZEPAM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","diazepam","diazepam","CHEMBL12","DIAZEPAM"
"1021","29 day","rLow","DILTIAZEM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"1022","29 day","rHigh","ERYTHROMYCIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","erythromycin_ethylsuccinate","erythromycin ethylsuccinate","CHEMBL1200688","ERYTHROMYCIN ETHYLSUCCINATE"
"1023","29 day","rLow","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"1024","29 day","rMiddle","ETHINYLESTRADIOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"1025","29 day","rHigh","FLUOXETINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"1026","29 day","rLow","FLUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"1027","29 day","rHigh","IPRONIAZID","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","iproniazid","iproniazid","CHEMBL92401","IPRONIAZID"
"1028","29 day","rHigh","ISONIAZID","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","isoniazid","isoniazid","CHEMBL64","ISONIAZID"
"1029","29 day","rMiddle","KETOCONAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","ketoconazole","ketoconazole","CHEMBL157101","KETOCONAZOLE"
"1030","29 day","rHigh","LOMUSTINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"1031","29 day","rMiddle","METHIMAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","methimazole","methimazole","CHEMBL1515","METHIMAZOLE"
"1032","29 day","rMiddle","MONOCROTALINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"1033","29 day","rLow","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"1034","29 day","rLow","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"1035","29 day","rHigh","PROPYLTHIOURACIL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","propylthiouracil","propylthiouracil","CHEMBL1518","PROPYLTHIOURACIL"
"1036","29 day","rMiddle","TERBINAFINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","terbinafine","terbinafine","CHEMBL822","TERBINAFINE"
"1037","29 day","rLow","TICLOPIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"1038","29 day","rMiddle","TOLBUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",8,"toxact_null","tolbutamide","tolbutamide","CHEMBL782","TOLBUTAMIDE"
"1039","29 day","rMiddle","BENDAZAC","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"1040","29 day","rLow","CLOFIBRATE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"1041","29 day","rHigh","CLOMIPRAMINE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","clomipramine","clomipramine","CHEMBL415","CLOMIPRAMINE"
"1042","29 day","rMiddle","COLCHICINE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"1043","29 day","rMiddle","DICLOFENAC","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","diclofenac","diclofenac","CHEMBL139","DICLOFENAC"
"1044","29 day","rHigh","DILTIAZEM","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"1045","29 day","rHigh","ENALAPRIL","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","enalapril","enalapril","CHEMBL578","ENALAPRIL"
"1046","29 day","rLow","ENALAPRIL","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","enalapril","enalapril","CHEMBL578","ENALAPRIL"
"1047","29 day","rMiddle","ENALAPRIL","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","enalapril","enalapril","CHEMBL578","ENALAPRIL"
"1048","29 day","rHigh","FLUTAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"1049","29 day","rMiddle","GEMFIBROZIL","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"1050","29 day","rHigh","ISONIAZID","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","isoniazid","isoniazid","CHEMBL64","ISONIAZID"
"1051","29 day","rLow","LORNOXICAM","Infiltration\Inflammation:Inflammation","Inflammation",8,"toxact_null","lornoxicam","lornoxicam","CHEMBL1569487","LORNOXICAM"
